cs|Edoc Acquisition Corp. Class A Ordinary Share
wt|Edoc Acquisition Corp. Warrant
cs|Automatic Data Processing Inc. Common Stock
cs|Adaptive Biotechnologies Corporation Common Stock
cs|Alliance Data Systems Corporation Common Stock
cs|Autodesk Inc. Common Stock
cs|ADT Inc. Common Stock
cs|ADTRAN Inc. Common Stock
cs|Aditxt Inc. Common Stock
cs|Addus HomeCare Corporation Common Stock
cs|Advantage Solutions Inc. Class A Common Stock
cs|Adverum Biotechnologies Inc. Common Stock
wt|Advantage Solutions Inc. Warrant
cs|Adams Diversified Equity Fund Inc.
ad|Addex Therapeutics Ltd American Depositary Shares
cs|Advaxis Inc. Common Stock
cs|Authentic Equity Acquisition Corp. Class A ordinary share
ut|Authentic Equity Acquisition Corp. Unit
wt|Authentic Equity Acquisition Corp. Warrant
ps|AEGON N.V. Perp. Cap. Secs. Floating Rate (Netherlands)
cs|Ameren Corporation Common Stock
ps|Aegon Funding Company LLC 5.10% Subordinated Notes due 2049
ad|AEGON N.V. Common Stock
cs|Antelope Enterprise Holdings Limited Common Stock (0.024 par)
cs|Aehr Test Systems Common Stock
cs|Alset EHome International Inc. Common Stock
cs|Advanced Energy Industries Inc. Common Stock
cs|American Equity Investment Life Holding Company Common Stock
ps|American Equity Investment Life Holding Company Depositary Shares each representing a 1/1000th interest in a share of 5.95% Fixed-Rate Reset Non-Cumulative Preferred Stock Series A
ps|American Equity Investment Life Holding Company Depositary Shares each representing a 1/1000th interest in a share of 6.625% Fixed-Rate Reset Non-Cumulative Preferred Stock Series B
cs|Agnico Eagle Mines Limited Common Stock
cs|Aethlon Medical Inc. Common Stock
ad|Aenza S.A.A. American Depositary Shares
cs|American Eagle Outfitters Inc. Common Stock
cs|American Electric Power Company Inc. Common Stock
ut|American Electric Power Company Inc. Corporate Unit
ut|American Electric Power Company Inc. Corporate Units
cs|AerCap Holdings N.V. Ordinary Shares
cs|Aerie Pharmaceuticals Inc. Common Stock
cs|The AES Corporation Common Stock
ut|The AES Corporation Corporate Units
cs|Allied Esports Entertainment Inc. Common Stock
cs|Aeva Technologies Inc. Common Stock
cs|ADDvantage Technologies Group Inc. Common Stock
cs|AudioEye Inc. Common Stock
cs|Aeterna Zentaris Inc. Common Stock
cs|AF Acquisition Corp. Class A Common Stock
ut|AF Acquisition Corp. Units
wt|AF Acquisition Corp. Warrants
cs|AllianceBernstein National Municipal Income Fund Inc
cs|Affinity Bancshares Inc. Common Stock (MD)
cs|AFC Gamma Inc. Common Stock
cs|American Financial Group Inc. Common Stock
ps|American Financial Group Inc. 5.875% Subordinated Debentures due 2059
ps|American Financial Group Inc. 5.125% Subordinated Debentures due 2059
ps|American Financial Group Inc. 5.625% Subordinated Debentures due 2060
ps|American Financial Group Inc. 4.500% Subordinated Debentures due 2060
cs|Armstrong Flooring Inc. Common Stock
cs|Acutus Medical Inc. Common Stock
cs|American Finance Trust Inc. Class A Common Stock
ps|American Finance Trust Inc. 7.375% Series C Cumulative Redeemable Preferred Stock
ps|American Finance Trust Inc. 7.50% Series A Cumulative Redeemable Perpetual Preferred Stock
cs|AFLAC Incorporated Common Stock
cs|Affimed N.V.
cs|Affirm Holdings Inc. Class A Common Stock
cs|Apollo Senior Floating Rate Fund Inc. Common Stock
cs|Afya Limited Class A Common Shares
cs|First Majestic Silver Corp. Ordinary Shares (Canada)
cs|African Gold Acquisition Corporation Class A Ordinary Shares
cs|AGBA Acquisition Limited Ordinary Share
rt|AGBA Acquisition Limited Right
wt|AGBA Acquisition Limited Warrant
cs|Altimeter Growth Corp. Class A Ordinary Shares
cs|Altimeter Growth Corp. 2 Class A Ordinary Shares
cs|AGCO Corporation Common Stock
ut|Altimeter Growth Corp. Unit
wt|Altimeter Growth Corp. Warrant
cs|Aberdeen Global Dynamic Dividend Fund
cs|Agenus Inc. Common Stock
cs|AgroFresh Solutions Inc. Common Stock
cs|Agrify Corporation Common Stock
cs|Agile Growth Corp. Class A Ordinary Share
ut|Agile Growth Corp. Units
wt|Agile Growth Corp. Warrant.
cs|Alamos Gold Inc. Class A Common Shares
cs|AgileThought Inc. Class A Common Stock
wt|AgileThought Inc. Warrant
cs|Agios Pharmaceuticals Inc. Common Stock
cs|agilon health inc. Common Stock
cs|Aeglea BioTherapeutics Inc. Common Stock
cs|Federal Agricultural Mortgage Corporation Common Stock
ps|Federal Agricultural Mortgage Corporation Preferred Series C Fixed to Fltg
ps|Federal Agricultural Mortgage Corporation 5.700% Non-Cumulative Preferred Stock Series D
ps|Federal Agricultural Mortgage Corporation 5.750% Non-Cumulative Preferred Stock Series E
ps|Federal Agricultural Mortgage Corporation 5.250% Non-Cumulative Preferred Stock Series F
ps|Federal Agricultural Mortgage Corporation 4.875% Non-Cumulative Preferred Stock Series G
cs|AGM Group Holdings Inc. Class A Ordinary Shares
cs|AGNC Investment Corp. Common Stock
ps|AGNC Investment Corp. Depositary Shares rep 6.875% Series D Fixed-to-Floating Cumulative Redeemable Preferred Stock
ps|AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 7.00% Series C Fixed-To-Floating Rate Cumulative Redeemable Preferred Stock
ps|AGNC Investment Corp. Depositary Shares each representing a 1/1000th interest in a share of 6.50% Series E Fixed-to-Floating Cumulative Redeemable Preferred Stock
ps|AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 6.125% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock
cs|Assured Guaranty Ltd. Common Stock
ps|Assured Guaranty Ltd.
ps|Assured Guaranty Ltd.
cs|Avangrid Inc. Common Stock
cs|AgriFORCE  Growing Systems Ltd. Common Shares
wt|AgriFORCE  Growing Systems Ltd. Warrant
cs|Adecoagro S.A. Common Shares
cs|Agile Therapeutics Inc. Common Stock
cs|PlayAGS Inc. Common Stock
cs|Applied Genetic Technologies Corporation Common Stock
cs|Agiliti Inc. Common Stock
cs|Argan Inc. Common Stock
cs|Agilysys Inc. Common Stock
cs|AdaptHealth Corp. Common Stock
cs|Armada Hoffler Properties Inc. Common Stock
ps|Armada Hoffler Properties Inc. 6.75% Series A Cumulative Redeemable Perpetual Preferred Stock
ps|Aspen Insurance Holdings Limited 5.95% Fixed-to-Floating Rate Perpetual Non-Cumulative Preference Shares
ps|Aspen Insurance Holdings Limited 5.625% Perpetual Non-Cumulative Preference Shares
ps|Aspen Insurance Holdings Limited Depositary Shares each representing a 1/1000th interest in a share of 5.625% Perpetual Non-Cumulative Preference Shares
ut|Avista Public Acquisition Corp. II Unit
cs|Allied Healthcare Products Inc. Common Stock
cs|Ashford Hospitality Trust Inc Common Stock
ps|Ashford Hospitality Trust Inc 8.45% Series D Cumulative Preferred Stock
ps|Ashford Hospitality Trust Inc 7.375% Series F Cumulative Preferred Stock
ps|Ashford Hospitality Trust Inc 7.375% Series G Cumulative Preferred Stock
ps|Ashford Hospitality Trust Inc 7.50% Series H Cumulative Preferred Stock
ps|Ashford Hospitality Trust Inc 7.50% Series I Cumulative Preferred Stock
cs|C3.ai Inc. Class A Common Stock
ps|Arlington Asset Investment Corp 6.750% Notes due 2025
cs|Apollo Tactical Income Fund Inc. Common Stock
cs|American International Group Inc. New Common Stock
ps|American International Group Inc. Depositary Shares Each Representing a 1/1000th Interest in a Share of Series A 5.85% Non-Cumulative Perpetual Preferred Stock
ad|Aesthetic Medical International Holdings Group Ltd. American Depositary Shares
cs|Senmiao Technology Limited Common Stock
cs|AIkido Pharma Inc. Common Stock
cs|Altra Industrial Motion Corp. Common Stock
cs|Albany International Corporation Common Stock
cs|Apollo Investment Corporation Common Stock
cs|Virtus AllianzGI Artificial Intelligence & Technology Opportunities Fund Common Shares
cs|AAR Corp. Common Stock
cs|Apartment Income REIT Corp. Common Stock
cs|Airgain Inc. Common Stock
cs|Air T Inc. Common Stock
ps|Air T Inc. Air T Funding Alpha Income Trust Preferred Securities
cs|Applied Industrial Technologies Inc. Common Stock
cs|Apartment Investment and Management Company Common Stock
cs|Assurant Inc. Common Stock
ps|Assurant Inc. 5.25% Subordinated Notes due 2061
cs|Arthur J. Gallagher & Co. Common Stock
cs|Aerojet Rocketdyne Holdings Inc. Common Stock
cs|Great Ajax Corp. Common Stock
ps|Great Ajax Corp. 7.25% Convertible Senior Notes due 2024
cs|Akamai Technologies Inc. Common Stock
cs|Akebia Therapeutics Inc. Common Stock
cs|Sports Ventures Acquisition Corp. Class A Ordinary Shares
ut|Sports Ventures Acquisition Corp. Unit
wt|Sports Ventures Acquisition Corp. Warrant
ad|Embotelladora Andina S.A.
ad|Embotelladora Andina S.A.
cs|Acadia Realty Trust Common Stock
cs|Akero Therapeutics Inc. Common Stock
cs|Akoustis Technologies Inc. Common Stock
ad|Akari Therapeutics plc ADR (0.01 USD)
cs|Akumin Inc. Common Shares
cs|Akouos Inc. Common Stock
cs|Akoya BioSciences Inc. Common Stock
cs|Air Lease Corporation Class A Common Stock
ps|Air Lease Corporation 6.150% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series A
cs|Alberton Acquisition Corporation Ordinary Shares
rt|Alberton Acquisition Corporation Rights exp April 26 2021
wt|Alberton Acquisition Corporation Warrant
cs|Albemarle Corporation Common Stock
cs|Albireo Pharma Inc. Common Stock
cs|Alcon Inc. Ordinary Shares
cs|AltC Acquisition Corp. Class A Common Stock
cs|Alico Inc. Common Stock
cs|Aldeyra Therapeutics Inc. Common Stock
cs|Allete Inc.
cs|Alector Inc. Common Stock
cs|Alexander & Baldwin Inc. Common Stock REIT Holding Company
cs|ALFI Inc. Common Stock
wt|ALFI Inc. Warrant
cs|Alamo Group Inc. Common Stock
cs|Allegro MicroSystems Inc. Common Stock
cs|Align Technology Inc. Common Stock
cs|Aligos Therapeutics Inc. Common Stock
cs|Allegiant Travel Company Common Stock
cs|Alignment Healthcare Inc. Common Stock
cs|Alimera Sciences Inc. Common Stock
ps|Altera Infrastructure L.P. 7.25% Series A 
ps|Altera Infrastructure L.P. 8.50% Series B 
ps|Altera Infrastructure L.P. 8.875% Series E 
cs|Alight Inc. Class A Common Stock
cs|ALJ Regional Holdings Inc. Common Stock
cs|Alaska Air Group Inc. Common Stock
cs|Alkermes plc Ordinary Shares
cs|Alkami Technology Inc. Common Stock
cs|Allstate Corporation (The) Common Stock
ps|Allstate Corporation (The) 5.100% Fixed-to-Floating Rate Subordinated Debentures due 2053
ps|Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series G
ps|Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series H
ps|Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series I
cs|Allegion plc Ordinary Shares
cs|Allakos Inc. Common Stock
cs|Allogene Therapeutics Inc. Common Stock
cs|Allot Ltd. Ordinary Shares
cs|Ally Financial Inc. Common Stock
struct|GMAC Capital Trust I Fixed Rate Floating Rate Trust Preferred Securities Series 2
cs|Allena Pharmaceuticals Inc. Common Stock
cs|Alnylam Pharmaceuticals Inc. Common Stock
cs|AstroNova Inc. Common Stock
ps|Alabama Power Company 5.00% Class A Preferred Stock Cumulative Par Value $1 Per Share (Stated Capital $25 Per Share)
ut|Alpha Healthcare Acquisition Corp. III Units
cs|Alpine Immune Sciences Inc. Common Stock
cs|Alarm.com Holdings Inc. Common Stock
cs|Aileron Therapeutics Inc. Common Stock
cs|Alerus Financial Corporation Common Stock
cs|Allison Transmission Holdings Inc. Common Stock
cs|Altimmune Inc. Common Stock
cs|Altabancorp Common Stock
cs|Alta Equipment Group Inc. Class A Common Stock
ps|Alta Equipment Group Inc. Depositary Shares (each representing 1/1000th in a share of 10% Series A Cumulative Perpetual Preferred Stock)
cs|Altus Midstream Company Class A Common Stock
cs|Alto Ingredients Inc. Common Stock
cs|Altair Engineering Inc. Class A Common Stock
cs|Altitude Acquisition Corp. Class A Common Stock
ut|Altitude Acquisition Corp. Unit
wt|Altitude Acquisition Corp. Warrant
cs|Autoliv Inc. Common Stock
cs|AlloVir Inc. Common Stock
cs|Alexander's Inc. Common Stock
cs|ALX Oncology Holdings Inc. Common Stock
cs|Alithya Group inc. Class A Subordinate Voting Shares
cs|Alzamend Neuro Inc. Common Stock
cs|Antero Midstream Corporation Common Stock
cs|Amalgamated Financial Corp. Common Stock (DE)
ad|Ambrx Biopharma Inc. American Depositary Shares (each representing seven Ordinary Shares)
cs|American Acquisition Opportunity Inc. Class A Common Stock
ut|American Acquisition Opportunity Inc. Units
wt|American Acquisition Opportunity Inc. Warrant
cs|Applied Materials Inc. Common Stock
cs|Ambarella Inc. Ordinary Shares
cs|Ambac Financial Group Inc. Common Stock
cs|Ardagh Metal Packaging S.A. Ordinary Shares
cs|AMC Entertainment Holdings Inc. Class A Common Stock
ut|AMCI Acquisition Corp. II Units
cs|Amcor plc Ordinary Shares
cs|AMC Networks Inc. Class A Common Stock
cs|Advanced Micro Devices Inc. Common Stock
cs|AMETEK Inc.
cs|Amedisys Inc Common Stock
cs|Apollo Medical Holdings Inc. Common Stock
cs|Affiliated Managers Group Inc. Common Stock
cs|Amgen Inc. Common Stock
cs|American Homes 4 Rent Common Shares of Beneficial Interest
ps|American Homes 4 Rent 5.875% Series F Cumulative Redeemable Perpetual Preferred Shares
ps|American Homes 4 Rent Series G cumulative redeemable perpetual preferred shares of beneficial interest
ps|American Homes 4 Rent Series H cumulative redeemable perpetual Preferred Shares of Beneficial Interest
cs|Amplitude Healthcare Acquisition Corporation Class A Common Stock
ut|Amplitude Healthcare Acquisition Corporation Unit
wt|Amplitude Healthcare Acquisition Corporation Warrants
cs|AssetMark Financial Holdings Inc. Common Stock
cs|Amkor Technology Inc. Common Stock
cs|AMN Healthcare Services Inc AMN Healthcare Services Inc
cs|American National Bankshares Inc. Common Stock
cs|Allied Motion Technologies Inc.
ad|America Movil S.A.B. de C.V. Class A American Depositary Shares
cs|Ameriprise Financial Inc. Common Stock
cs|Amplitech Group Inc. Common Stock
wt|Amplitech Group Inc. Warrants
cs|Amphastar Pharmaceuticals Inc. Common Stock
cs|Advanced Merger Partners Inc. Class A Common Stock
cs|Amplify Energy Corp. Common Stock
cs|Alpha Metallurgical Resources Inc. Common Stock
cs|Ameresco Inc. Class A Common Stock
cs|A-Mark Precious Metals Inc. Common Stock
ad|Amarin Corporation plc
cs|Amyris Inc. Common Stock
cs|Amneal Pharmaceuticals Inc. Class A Common Stock
cs|American Superconductor Corporation Common Stock
cs|AMERISAFE Inc. Common Stock
cs|Amesite Inc. Common Stock
cs|American Software Inc. Class A Common Stock
cs|American Tower Corporation (REIT) Common Stock
cs|Amerant Bancorp Inc. Class A Common Stock
cs|Amerant Bancorp Inc. Class B Common Stock
cs|Applied Molecular Transport Inc. Common Stock
cs|Aemetis Inc. Common Stock
cs|American Woodmark Corporation Common Stock
cs|American Well Corporation Class A Common Stock
ad|America Movil S.A.B. de C.V. American Depository Receipt Series L
ad|Amryt Pharma plc American Depositary Shares
cs|Amazon.com Inc. Common Stock
cs|AutoNation Inc. Common Stock
cs|AnaptysBio Inc. Common Stock
cs|Arctos NorthStar Acquisition Corp. Class A Ordinary Shares
cs|American National Group Inc. Common Stock
cs|Andersons Inc. (The) Common Stock
cs|Anebulo Pharmaceuticals Inc. Common Stock
cs|Arista Networks Inc. Common Stock
cs|Abercrombie & Fitch Company Common Stock
cs|Angi Inc. Class A Common Stock
cs|Angion Biomedica Corp. Common Stock
cs|AngioDynamics Inc. Common Stock
cs|Anika Therapeutics Inc. Common Stock
cs|ANI Pharmaceuticals Inc.
cs|Anixa Biosciences Inc. Common Stock
cs|Annexon Inc. Common Stock
ad|AnPac Bio-Medical Science Co. Ltd. American Depositary Shares
cs|ANSYS Inc. Common Stock
ad|AirNet Technology Inc. American Depositary Shares
cs|Anthem Inc. Common Stock
cs|Sphere 3D Corp. Common Shares
cs|Anzu Special Acquisition Corp I Class A Common Stock
ut|Anzu Special Acquisition Corp I Units
wt|Anzu Special Acquisition Corp I Warrant
cs|Aberdeen Total Dynamic Dividend Fund Common Stock
cs|Angel Oak Mortgage Inc. Common Stock
cs|Aon plc Class A Ordinary Shares (Ireland)
cs|A.O. Smith Corporation Common Stock
cs|Alpha and Omega Semiconductor Limited Common Shares
cs|American Outdoor Brands Inc. Common Stock 
cs|Ampco-Pittsburgh Corporation Common Stock
cs|APA Corporation Common Stock
ut|StoneBridge Acquisition Corporation Unit
cs|Artisan Partners Asset Management Inc. Class A Common Stock
cs|Air Products and Chemicals Inc. Common Stock
cs|Applied DNA Sciences Inc. Common Stock
cs|American Public Education Inc. Common Stock
cs|Apollo Endosurgery Inc. Common Stock
cs|APi Group Corporation Common Stock
cs|Apollo Strategic Growth Capital II Class A Ordinary Shares
cs|Amphenol Corporation Common Stock
ad|Agora Inc. American Depositary Shares
cs|Apple Hospitality REIT Inc. Common Shares
cs|Apellis Pharmaceuticals Inc. Common Stock
cs|Applied Therapeutics Inc. Common Stock
cs|Aptorum Group Limited Class A Ordinary Shares
ut|AxonPrime Infrastructure Acquisition Corporation Unit
cs|Apollo Global Management Inc. Class A Common Stock
ps|Apollo Global Management Inc. 6.375% Series A Preferred Shares
ps|Apollo Global Management Inc 6.375% Series B Preferred Shares
cs|Apogee Enterprises Inc. Common Stock
ad|Cellect Biotechnology Ltd. American Depositary Shares
cs|Applovin Corporation Class A Common Stock
cs|AppFolio Inc. Class A Common Stock
cs|AppHarvest Inc. Common Stock
wt|AppHarvest Inc. Warrants
cs|Appian Corporation Class A Common Stock
cs|Digital Turbine Inc. Common Stock
cs|Apria Inc. Common Stock
cs|Aprea Therapeutics Inc. Common stock
cs|Blue Apron Holdings Inc. Class A Common Stock
cs|Apollo Strategic Growth Capital Class A Ordinary Shares
ut|Alpha Partners Technology Merger Corp. Unit
cs|Aptose Biosciences Inc. Common Shares
cs|Preferred Apartment Communities Inc. Common Stock
cs|Aptiv PLC Ordinary Shares
ps|Aptiv PLC 5.50% Series A Mandatory Convertible Preferred Shares
cs|Aptinyx Inc. Common Stock
cs|Aptevo Therapeutics Inc. Common Stock
cs|Asia Pacific Wire & Cable Corporation Ltd. Ordinary Shares (Bermuda)
cs|Apyx Medical Corporation Common Stock
cs|AquaBounty Technologies Inc. Common Stock
cs|Aqua Metals Inc. Common Stock
cs|Algonquin Power & Utilities Corp. Common Shares
ps|Algonquin Power & Utilities Corp. 6.875% Fixed-to-Floating Rate Subordinated Notes Series 2018-A due October 17 2078
ps|Algonquin Power & Utilities Corp. 6.20% Fixed-to-Floating Subordinated Notes Series 2019-A due July 1 2079
ut|Algonquin Power & Utilities Corp. Corporate Units
cs|Aquestive Therapeutics Inc. Common Stock
cs|Evoqua Water Technologies Corp. Common Stock
cs|Antero Resources Corporation Common Stock
cs|Aravive Inc. Common Stock
cs|Accuray Incorporated Common Stock
cs|Aequi Acquisition Corp. Class A Common Stock
wt|Aequi Acquisition Corp. warrants
cs|ARC Document Solutions Inc. Common Stock
cs|ArcBest Corporation Common Stock
cs|Ares Capital Corporation Common Stock
cs|Arco Platform Limited Class A Common Shares
cs|Arch Resources Inc. Class A Common Stock
cs|Arcos Dorados Holdings Inc. Class A Shares
cs|Arcturus Therapeutics Holdings Inc. Common Stock
cs|Ardagh Group S.A. Common Shares
cs|Ares Dynamic Credit Allocation Fund Inc. Common Shares
cs|Aridis Pharmaceuticals Inc. Common Stock
cs|Ardelyx Inc. Common Stock
cs|Alexandria Real Estate Equities Inc. Common Stock
cs|American Resources Corporation Class A Common Stock
cs|Ares Management Corporation Class A Common Stock
ps|Argo Group International Holdings Ltd. 6.5% Senior Notes Due 2042
cs|Argo Group International Holdings Ltd.
ps|Argo Group International Holdings Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 7.00% Resettable Fixed Rate Preference Share Series A
ad|argenx SE American Depositary Shares
cs|Apollo Commercial Real Estate Finance Inc
cs|ARKO Corp. Common Stock
wt|ARKO Corp. Warrant
cs|Ark Restaurants Corp. Common Stock
cs|American Realty Investors Inc. Common Stock
cs|Arlo Technologies Inc. Common Stock
ut|Alliance Resource Partners L.P. Common Units representing Limited Partners Interests
cs|Aramark Common Stock
cs|Arena Pharmaceuticals Inc. Common Stock
cs|Arconic Corporation Common Stock 
cs|Archrock Inc. Common Stock
cs|Arrow Financial Corporation Common Stock
cs|Arqit Quantum Inc. Ordinary Shares
wt|Arqit Quantum Inc. Warrants
cs|Arcutis Biotherapeutics Inc. Common Stock
cs|ARMOUR Residential REIT Inc.
ps|ARMOUR Residential REIT Inc. 7% Series C Cumulative Redeemable Preferred Stock (liquidation preference $25.00 per share)
cs|Arrowroot Acquisition Corp. Class A common stock
ut|Arrowroot Acquisition Corp. Unit
wt|Arrowroot Acquisition Corp. Warrant
cs|Array Technologies Inc. Common Stock
cs|Artisan Acquisition Corp. Class A Ordinary Shares 
ut|Artisan Acquisition Corp. Units
wt|Artisan Acquisition Corp. Warrants
cs|Artelo Biosciences Inc. Common Stock
wt|Artelo Biosciences Inc. Warrant
cs|Artesian Resources Corporation Class A Common Stock
cs|Art's-Way Manufacturing Co. Inc. Common Stock
cs|Arrival Ordinary Shares
cs|Arvinas Inc. Common Stock
cs|Arrow Electronics Inc. Common Stock
cs|Arrowhead Pharmaceuticals Inc. Common Stock
